epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1624756650,06/26/2021 21:17:30 -04:00,5,40.4228,-79.9234,15217,,,
1624763565,06/26/2021 23:12:45 -04:00,4,40.4313,-79.887,15218,Industrial,,
1624766549,06/27/2021 00:02:29 -04:00,3,40.4472,-79.8569,15235,,,
1624772741,06/27/2021 01:45:41 -04:00,5,40.3583,-79.8742,15122,,,
1624786635,06/27/2021 05:37:15 -04:00,2,40.4843,-80.0492,15212,,,
1624790306,06/27/2021 06:38:26 -04:00,4,40.4253,-79.9344,15217,,,
1624792508,06/27/2021 07:15:08 -04:00,3,40.4861,-80.0492,15212,STALE AND DIRTY,,
1624803825,06/27/2021 10:23:45 -04:00,3,40.3458,-79.8926,15034,,,
1624806564,06/27/2021 11:09:24 -04:00,1,40.3235,-79.9682,15236,,,
1624808988,06/27/2021 11:49:48 -04:00,1,40.3049,-80.0485,15102,,,
1624809137,06/27/2021 11:52:17 -04:00,4,40.6517,-79.8992,15044,Rotten eggs ,Headache ,
1624809202,06/27/2021 11:53:22 -04:00,3,40.4859,-80.046,15212,,,
1624810713,06/27/2021 12:18:33 -04:00,3,40.3321,-79.925,15122,Industrial; sulphur,,
1624813053,06/27/2021 12:57:33 -04:00,3,40.4192,-79.9369,15207,Sewage,,
1624813129,06/27/2021 12:58:49 -04:00,5,40.4192,-79.9399,15207,"Rotten eggs/sulfur, sewage","Headache, nose and eye irritation ",Terrible smell from my front porch
1624828628,06/27/2021 17:17:08 -04:00,5,40.4541,-80.0007,15212,AGH helicopter ,,Headache
1624831369,06/27/2021 18:02:49 -04:00,4,40.3996,-79.8627,15104,,,
1624844833,06/27/2021 21:47:13 -04:00,5,40.4143,-79.8475,15221,Rotten eggs,,
1624849690,06/27/2021 23:08:10 -04:00,3,40.5561,-80.0605,15237,Toluene.  ,Sore throat.  dizziness.,
1624857624,06/28/2021 01:20:24 -04:00,4,40.4349,-79.9174,15217,"Burning , woodsmoke","Irritating to nose and throat , headache. ",This has been happening almost every night for weeks ! It usually ends by midnight. Tonight it started ay 1 :00 a.m. !
1624873638,06/28/2021 05:47:18 -04:00,3,40.4745,-79.9169,15206,Industrial,,
1624874154,06/28/2021 05:55:54 -04:00,5,40.4368,-79.8897,15221,,,
1624875507,06/28/2021 06:18:27 -04:00,3,40.4331,-79.924,15217,,toxic tar poison,This early morning poisoning of the city has been going on for years
1624875550,06/28/2021 06:19:10 -04:00,4,40.4427,-79.919,15217,Industrial ,,
1624877827,06/28/2021 06:57:07 -04:00,5,40.4819,-79.9315,15206,Industrial,,Disrupting my sleep because you can smell it in the house
1624878621,06/28/2021 07:10:21 -04:00,5,40.3421,-79.8766,15133,Stifling stale sulfur,Hard to breathe,
1624879014,06/28/2021 07:16:54 -04:00,4,40.4886,-79.9074,15215,Industrial,,
1624879185,06/28/2021 07:19:45 -04:00,3,40.4841,-80.0497,15212,,,
1624879640,06/28/2021 07:27:20 -04:00,3,40.4332,-79.862,15221,Industrial. It is the mill again.,Headache,
1624879778,06/28/2021 07:29:38 -04:00,5,40.4504,-79.9016,15208,Same old PGH stink,"Stuffy nose, sneezing, headache",
1624879886,06/28/2021 07:31:26 -04:00,2,40.5131,-79.9209,15215,Rotten eggs ,,
1624880368,06/28/2021 07:39:28 -04:00,3,40.4372,-79.9812,15219,Exhaust industrial,,
1624883415,06/28/2021 08:30:15 -04:00,5,40.4247,-79.9197,15217,"Traffic smells, exhaust fumes",,
1624895569,06/28/2021 11:52:49 -04:00,1,40.3053,-80.046,15102,,,
1624904004,06/28/2021 14:13:24 -04:00,5,40.4565,-80.0038,15212,AGH helicopter ,"Dumping jet fuel on kids playing at MLK elementary school, #environmentalracism, build a real helipad, more than 50 feet above the street, stop parking on top our backs!!!",
1624909887,06/28/2021 15:51:27 -04:00,2,40.3484,-79.8912,15034,,"Smells fine today (as opposed to Friday-Sunday, disgusting) but wondering what Health Department things of this: https://www.post-gazette.com/news/environment/2021/06/28/us-steel-clairton-coke-works-2018-fire-study-air-quality-pollution-asthma-link-toxics-exceedances-mon-valley/stories/202106240138",Please act. 
1624916756,06/28/2021 17:45:56 -04:00,3,40.4844,-80.049,15212,,,
1624927328,06/28/2021 20:42:08 -04:00,5,40.421,-79.8825,15218,Industrial ,Nausea,
1624930206,06/28/2021 21:30:06 -04:00,3,40.4601,-79.9608,15213,"Something burning, heavy",Little tickle when I breathe,
1624938631,06/28/2021 23:50:31 -04:00,4,40.4853,-80.0482,15212,,,
1624941243,06/29/2021 00:34:03 -04:00,4,40.4372,-79.8895,15221,,,
1624965368,06/29/2021 07:16:08 -04:00,4,40.4839,-80.0478,15212,,,
1624965635,06/29/2021 07:20:35 -04:00,4,40.5301,-79.9609,15116,Industrial ,,
1624967625,06/29/2021 07:53:45 -04:00,3,40.434,-79.8894,15218,Rotten egg ,,Hit me as soon as I opened my door 
1624975163,06/29/2021 09:59:23 -04:00,4,40.4654,-79.9258,15206,,,
1624983570,06/29/2021 12:19:30 -04:00,1,40.4026,-80.0793,15106,,,
1624993750,06/29/2021 15:09:10 -04:00,5,40.3375,-79.9351,15122,,,
1625003279,06/29/2021 17:47:59 -04:00,2,40.4589,-80.0126,15212,,,
1625006118,06/29/2021 18:35:18 -04:00,5,40.4561,-80.0008,15212,AGH helicopter ,AGH helicopter fuel dump 30 feet from my house! Scary!!!,
1625007834,06/29/2021 19:03:54 -04:00,1,40.3732,-79.9803,15227,,,
1625011823,06/29/2021 20:10:23 -04:00,3,40.3423,-79.9021,15122,Industrial,,
1625028961,06/30/2021 00:56:01 -04:00,4,40.4281,-79.884,15218,Been without power since 5:00pm just now opening windows and door since its now cooler outside then inside.. outside air smells like someone's been burning sticks twigs and debris. I have to sleep with this smoke. Thanks neighbors.. Wood smoke does carry along the ground at night. Why don't burners think about their actions?,,Power outage with heat forces us to open up the windows and let in the wood smoke.
1625034296,06/30/2021 02:24:56 -04:00,4,40.3509,-79.9075,15122,Sulfuric ,,
1625044754,06/30/2021 05:19:14 -04:00,3,40.4839,-80.0491,15212,,,
1625045171,06/30/2021 05:26:11 -04:00,5,40.4425,-79.9187,15217,Like heavy industry,Hard to breathe,These guys dump stuff into the air when most people are asleep. It is wrong. They should be thrown in prison.
1625045453,06/30/2021 05:30:53 -04:00,5,40.4319,-79.8885,15218,Industrial,,"My neighborhood has not had power in over 12 hours, but the factories are still running. Good to know, especially for those who rely on oxygen to you know, live…or those with asthma."
1625046341,06/30/2021 05:45:41 -04:00,4,40.4292,-79.8845,15218,Humid industrial sulfur air. Windows open all night. Still no power. Interesting to see demographic of those without power.  Where is transformer trailer to get us back on line since substation failed us and no spares/redundancy?,,
1625046425,06/30/2021 05:47:05 -04:00,5,40.443,-79.9198,15217,Industrial,"It is hard to breathe, headache",The politicians talk about good jobs. Good jobs are not jobs that send my son to Children's with an asthma attack. Good jobs are not jobs that require local hospitals to employ more pulmonologists.
1625050305,06/30/2021 06:51:45 -04:00,4,40.4313,-79.8916,15218,"rotten-eggs, industrial",,
1625051034,06/30/2021 07:03:54 -04:00,4,40.3903,-79.8729,15122,industrial,,"asthma wheezing, post nasal drip, sire throat. "
1625051696,06/30/2021 07:14:56 -04:00,4,40.4373,-79.9262,15217,,"Searing headache, nasal congestion, eye irritation, continued frustration with the ACHD's inaction and US Steel's using an abusing this region like a dumping ground",It's not even worth leaving a comment for you anymore. You don't read them. And if you do read them you don't care.
1625052707,06/30/2021 07:31:47 -04:00,5,40.5177,-79.9897,15237,,,
1625053412,06/30/2021 07:43:32 -04:00,1,40.4396,-80.026,15211,,,
1625062249,06/30/2021 10:10:49 -04:00,4,40.4621,-79.933,15206,"Industrial, smoke, oil burning, rotten eggs","Coughing all night, asthma, sore throat ",
1625071890,06/30/2021 12:51:30 -04:00,5,40.2991,-79.8735,15025,Sulfur rotten eggs,"Can't breathe! Gagging, immediste headache and terrible taste ",Will the episodic weather regulations cover days like today? Hot and humid
1625083873,06/30/2021 16:11:13 -04:00,3,40.3286,-79.7946,15131,Sulfur,,
1625087113,06/30/2021 17:05:13 -04:00,2,40.399,-79.9753,15227,Just something,None,Raining so its not that bad here.
1625089359,06/30/2021 17:42:39 -04:00,5,40.3664,-79.8607,15122,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1625094034,06/30/2021 19:00:34 -04:00,3,40.4428,-79.706,15146,Steel mill ,,
1625099124,06/30/2021 20:25:24 -04:00,1,40.5969,-80.0329,15090,,,
1625143218,07/01/2021 08:40:18 -04:00,5,40.4178,-79.9703,15210,n*sty combo of industrial and wood smoke ,,
1625147927,07/01/2021 09:58:47 -04:00,4,40.4407,-79.9929,15219,Sulphur ,,
1625149299,07/01/2021 10:21:39 -04:00,3,40.443,-79.7046,15146,Steel mill,,
1625166818,07/01/2021 15:13:38 -04:00,5,40.4545,-80.0028,15212,AGH Helicopter ,Dumping jet fuel all over public park. Helicopter idling 50 feet off the ground. Insane! Build a real helipad!,
1625169435,07/01/2021 15:57:15 -04:00,5,40.4169,-79.9703,15210,woodsmoke combined with industrial,Eye Irritation,
1625175149,07/01/2021 17:32:29 -04:00,1,40.3494,-79.9882,15236,,,
1625193071,07/01/2021 22:31:11 -04:00,3,40.3906,-80.0517,15216,Late in posting but fire pit smoke bad ,Burning nose throat headache ,Please not in dense area why allow this to hurt innocent people 
1625198271,07/01/2021 23:57:51 -04:00,5,40.4401,-79.8976,15221,Sulfur (very bad),I hard to breath,
1625226395,07/02/2021 07:46:35 -04:00,5,40.4176,-79.8923,15218,"Metallic, skunky, horrible. ",Nauseous ,"Starting around 330am roughly and still now till 750am there's a horrible metallic, skunk, sulfur smell.  Its outside and all through my house.  It woke me up it smells soo bad.  "
1625232350,07/02/2021 09:25:50 -04:00,4,40.4107,-79.9058,15120,Smoke and dust,"Coughing, eyes watering.",
1625233636,07/02/2021 09:47:16 -04:00,2,40.4369,-79.9736,15219,,,diesel asphalty odor
1625238212,07/02/2021 11:03:32 -04:00,5,40.4081,-79.9178,15120,Rotten eggs,,
1625261350,07/02/2021 17:29:10 -04:00,1,40.3051,-80.0469,15102,,,
1625269134,07/02/2021 19:38:54 -04:00,1,40.3105,-79.8886,15025,,,
1625275826,07/02/2021 21:30:26 -04:00,5,40.465,-79.7142,15239,"Burnt wood, paper & plastics ","Headache, sore throat, burning eyes ","My neighbor on Harborview Drive Plum Boro PA feels that he can burn whatever, whenever he wants to burn. Some one needs to remind him that this is illegal without a permit!"
1625309095,07/03/2021 06:44:55 -04:00,3,40.3649,-80.0496,15228,Sulphur industrial ,,
1625320528,07/03/2021 09:55:28 -04:00,5,40.4555,-80.0006,15212,AGH helicopter ,A headache ,
1625327508,07/03/2021 11:51:48 -04:00,5,40.2663,-79.9116,15025,Industrial,Sore throat,
1625329959,07/03/2021 12:32:39 -04:00,4,40.4086,-79.9058,15120,Diesel fumes,Headache,Yet ANOTHER Norfolk Southern train idling outside for the past 3 hours.
1625330816,07/03/2021 12:46:56 -04:00,1,40.3076,-80.0475,15102,,,
1625342104,07/03/2021 15:55:04 -04:00,2,40.4843,-80.0488,15212,,,
1625347453,07/03/2021 17:24:13 -04:00,1,40.6117,-79.9113,15044,,,
1625352780,07/03/2021 18:53:00 -04:00,4,40.4046,-79.9132,15120,Sulphur,,
1625354911,07/03/2021 19:28:31 -04:00,5,40.4538,-80.0006,15212,AGH Helicopter ,,
1625356615,07/03/2021 19:56:55 -04:00,5,40.5136,-80.0348,15229,Woodsmoke,Headache,The woodsmoke is so bad that I can’t go for a walk.
1625358398,07/03/2021 20:26:38 -04:00,2,40.3291,-79.7956,15131,Sulfuric ,,
1625366264,07/03/2021 22:37:44 -04:00,5,40.3608,-80.0106,15234,Woodsmoke. Burning rotton wood,"Headache, migraine, annoyance",
1625380656,07/04/2021 02:37:36 -04:00,2,40.4024,-79.8852,15120,,,
1625395209,07/04/2021 06:40:09 -04:00,3,40.4843,-80.0476,15212,,,
1625401946,07/04/2021 08:32:26 -04:00,5,40.4963,-79.9075,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1625402161,07/04/2021 08:36:01 -04:00,3,40.2905,-79.8919,15025,Chemical,,
1625404398,07/04/2021 09:13:18 -04:00,4,40.3993,-79.8622,15104,,,
1625407715,07/04/2021 10:08:35 -04:00,1,40.375,-79.9787,15227,,,
1625413188,07/04/2021 11:39:48 -04:00,1,40.2935,-79.882,15025,,,
1625416877,07/04/2021 12:41:17 -04:00,4,40.3855,-79.9056,15120,"Exhaust fumes. Chemical odors. Choking, acrid smell. ",Anger. Disgust. ,
1625416895,07/04/2021 12:41:35 -04:00,3,40.3677,-80.0198,15234,Woodsmoke. ,,Not a recreational fire just a neighbor burning so you ave to close windows
1625419354,07/04/2021 13:22:34 -04:00,3,40.435,-79.9161,15217,Sulfur,,
1625433105,07/04/2021 17:11:45 -04:00,3,40.4844,-80.0491,15212,,,
1625451251,07/04/2021 22:14:11 -04:00,5,40.437,-79.9258,15217,Wood smoke ,,
1625452987,07/04/2021 22:43:07 -04:00,4,40.3693,-80.0843,15243,Firepit and fireworks ,,Can smell it with all windows shut
1625456625,07/04/2021 23:43:45 -04:00,3,40.4336,-79.8127,15235,"Burning sulfur, magnesium, and potassium. ",Mild stinging nostrils & eyes. ,"Burning metal powder in fireworks smoke, like magnesium, potassium, copper, & sodium."
1625456944,07/04/2021 23:49:04 -04:00,4,40.4553,-79.932,15232,Fireworks,None,
1625472800,07/05/2021 04:13:20 -04:00,5,40.4095,-79.9805,15210,Burnt smoke (expended fire works),,"It's been hours since all the fireworks were going off all over the city, and it smells like it just happened. This is intolerable. We have to do more to eliminate firework usages in the city. "
1625475880,07/05/2021 05:04:40 -04:00,5,40.4213,-79.8958,15218,,,
1625478198,07/05/2021 05:43:18 -04:00,5,40.4239,-79.9183,15217,Fireworks pollutants,Trouble breathing,"In this day and age of global warming, fireworks should be prohibited."
1625478422,07/05/2021 05:47:02 -04:00,5,40.4642,-79.8348,15235,"Acrid, chemical","Headache, nose irritation ",
1625479097,07/05/2021 05:58:17 -04:00,5,40.4454,-79.8575,15235,,,
1625480256,07/05/2021 06:17:36 -04:00,3,40.485,-80.0496,15212,,,
1625480356,07/05/2021 06:19:16 -04:00,3,40.4417,-79.9177,15217,,,
1625481201,07/05/2021 06:33:21 -04:00,5,40.4044,-79.903,15120,Acrid industrial ,,"Disgusting, you can see the smog, smells awful"
1625481537,07/05/2021 06:38:57 -04:00,5,40.4367,-79.9296,15217,Industrial ,,
1625481715,07/05/2021 06:41:55 -04:00,5,40.4292,-79.8849,15218,"5th of July hangover. With all doors and windows closed all night, indoor fine particulate are at an all time high. A typical surface inversion, fireworks and fire pits. Wasn't that fun?",,
1625482285,07/05/2021 06:51:25 -04:00,5,40.4067,-79.903,15120,Steel mill,,Pm2.5 = 82 pm10=89 
1625482322,07/05/2021 06:52:02 -04:00,5,40.4499,-79.9377,15232,"Sulfur, trash",,
1625483034,07/05/2021 07:03:54 -04:00,5,40.3867,-79.9065,15120,Burning sulfur and fire and smoke. The scale does not go high enough for the level of stench. ,Nausea. Headache. ,
1625483072,07/05/2021 07:04:32 -04:00,5,40.3417,-79.8764,15133,Stale mill sulpher,Hard to breathe,
1625483170,07/05/2021 07:06:10 -04:00,4,40.4718,-79.9219,15206,Sulfur,,
1625483420,07/05/2021 07:10:20 -04:00,5,40.4658,-79.923,15206,,,
1625483795,07/05/2021 07:16:35 -04:00,4,40.4537,-79.9139,15206,Industrial,,
1625483818,07/05/2021 07:16:58 -04:00,5,40.4314,-79.9183,15217,Fireworks ,"Eye irritation, headache ",
1625484164,07/05/2021 07:22:44 -04:00,3,40.3351,-79.8929,15045,Industrial,,
1625484270,07/05/2021 07:24:30 -04:00,4,40.4696,-79.9252,15206,Industrial,,
1625484291,07/05/2021 07:24:51 -04:00,5,40.4416,-79.9147,15217,Industrial ,Sinus symptoms ,
1625484297,07/05/2021 07:24:57 -04:00,5,40.4492,-79.9181,15206,"Sulphuric, rotten eggs",Headache sore throat ,Clairton coke works 
1625485209,07/05/2021 07:40:09 -04:00,5,40.4676,-79.9271,15206,Industrial,,
1625485273,07/05/2021 07:41:13 -04:00,4,40.4219,-79.8431,15221,Sulfur ,,
1625485653,07/05/2021 07:47:33 -04:00,3,40.4721,-79.9184,15206,Industrial ,,
1625485675,07/05/2021 07:47:55 -04:00,5,40.4307,-79.9148,15217,Bad,Feel sick ,
1625485792,07/05/2021 07:49:52 -04:00,4,40.4189,-79.9197,15217,Industrial soot,Runny nose cough,I’m depressed about the air quality
1625485822,07/05/2021 07:50:22 -04:00,4,40.4201,-79.9077,15218,Industrial ,,
1625486575,07/05/2021 08:02:55 -04:00,5,40.4443,-79.8927,15221,Sulfur,Headache ,
1625487275,07/05/2021 08:14:35 -04:00,3,40.4657,-79.944,15224,Industrial,,
1625487305,07/05/2021 08:15:05 -04:00,5,40.4312,-79.8943,15218,industrial,,
1625487573,07/05/2021 08:19:33 -04:00,5,40.4728,-79.9242,15206,Firework fallout,Itchy eyes,
1625487699,07/05/2021 08:21:39 -04:00,5,40.543,-79.8365,15238,,,"Close to cheswick, "
1625487724,07/05/2021 08:22:04 -04:00,4,40.4825,-79.9285,15206,Rotten egg,,
1625488003,07/05/2021 08:26:43 -04:00,5,40.4713,-79.9153,15206,Sulfur/coke works ,"Headache, sore throat, congestion ",
1625488009,07/05/2021 08:26:49 -04:00,5,40.4696,-79.9175,15206,Sulfur,Sneezing and trouble breathing,The ACHD is shameful and does not protect public health from this obvious hazard from pollution.
1625488169,07/05/2021 08:29:29 -04:00,4,40.3686,-79.8651,15122,"Acrid, almost urine-like","Itchy eyes, coughing",
1625488189,07/05/2021 08:29:49 -04:00,5,40.48,-79.9316,15206,,,You can actually see it hanging in the air
1625489059,07/05/2021 08:44:19 -04:00,4,40.4358,-79.9124,15217,Industrial acrid fog,Scratchy throat ,
1625489281,07/05/2021 08:48:01 -04:00,4,40.4227,-79.8435,15221,exhaustion,,
1625489390,07/05/2021 08:49:50 -04:00,4,40.4332,-79.8794,15218,Industrial ,,
1625490543,07/05/2021 09:09:03 -04:00,5,40.4682,-79.9425,15224,"Industrial, smoky ","Bloody nose, headache ",Unable to go outside. 
1625490610,07/05/2021 09:10:10 -04:00,4,40.4201,-79.9355,15217,"Dirty, chemical",Burning eyes and coughing ,You can see it
1625490619,07/05/2021 09:10:19 -04:00,4,40.4256,-79.8809,15218,Industrial ,,
1625491353,07/05/2021 09:22:33 -04:00,5,40.4164,-79.8778,15218,Horrible sulphur so bad you can see it,Headache ,
1625491454,07/05/2021 09:24:14 -04:00,5,40.4231,-79.8825,15218,"Industrial, sulfur, acrid, plus fireworks","This level of air pollution is not liveable/sustainable. Time to re-tool US Steel(s) for next generation clean mfg. Also, fireworks are stupid, and make today's air even worse.",
1625491501,07/05/2021 09:25:01 -04:00,5,40.4284,-79.899,15218,,,
1625492016,07/05/2021 09:33:36 -04:00,2,40.2941,-79.8814,15025,,,
1625492194,07/05/2021 09:36:34 -04:00,4,40.4241,-79.8904,15218,Industrial Pollution,,
1625492241,07/05/2021 09:37:21 -04:00,5,40.4238,-79.8891,15218,Exhaust ,,
1625492253,07/05/2021 09:37:33 -04:00,5,40.4775,-79.9253,15206,Sulfur,"Nausea, cough",
1625492269,07/05/2021 09:37:49 -04:00,4,40.4258,-79.9268,15217,,,
1625492415,07/05/2021 09:40:15 -04:00,4,40.4185,-79.8706,15221,Industrial,,
1625492734,07/05/2021 09:45:34 -04:00,5,40.3004,-80.0627,15102,Smells like a smelting shop outside. AQI 180. No wind to disperse. ,Respiratory illness. ,AQI 180. Sickening price to pay for a night of celebratory fun. We have to do better than this. 
1625493146,07/05/2021 09:52:26 -04:00,3,40.4318,-79.9211,15217,,,
1625493161,07/05/2021 09:52:41 -04:00,3,40.443,-79.8428,15235,Industrial ,,
1625493907,07/05/2021 10:05:07 -04:00,3,40.464,-79.8602,15235,Dirty coal. ,,
1625494222,07/05/2021 10:10:22 -04:00,4,40.4309,-79.8874,15218,,,
1625494405,07/05/2021 10:13:25 -04:00,2,40.4254,-79.8989,15218,Industrial,,
1625494898,07/05/2021 10:21:38 -04:00,4,40.3837,-80.0349,15216,"Gritty
",Sinus and eye irritation,Hazy sky
1625494963,07/05/2021 10:22:43 -04:00,5,40.4145,-79.8451,15221,"Burning, scorched sulfu","Headache, stress, anxiety",You need to develop and enforce special rules for days like today. This is ridiculous!!
1625494970,07/05/2021 10:22:50 -04:00,5,40.4354,-79.9124,15217,Rotten,Irritation,
1625496672,07/05/2021 10:51:12 -04:00,5,40.4514,-80.019,15233,It smells like a cross between something burning and petroleum.  ,Burning in the back of my nose and throat.  ,
1625497339,07/05/2021 11:02:19 -04:00,5,40.4803,-79.9372,15201,Awful. Industrial. Permeating my house!,"Headache, post nasal drip and stuffy nose, fatigue ",
1625497638,07/05/2021 11:07:18 -04:00,5,40.4229,-79.8352,15145,,,
1625497698,07/05/2021 11:08:18 -04:00,3,40.306,-80.0478,15102,Residual fireworks smoke,,
1625499158,07/05/2021 11:32:38 -04:00,3,40.485,-80.0467,15212,,,
1625499229,07/05/2021 11:33:49 -04:00,4,40.2724,-79.8758,15037,Clairton mill,,
1625499507,07/05/2021 11:38:27 -04:00,5,40.4197,-79.8949,15218,,,
1625500229,07/05/2021 11:50:29 -04:00,4,40.4321,-79.873,15221,,Congestion in nose and throat,
1625502365,07/05/2021 12:26:05 -04:00,3,40.532,-80.0145,15237,,,
1625506273,07/05/2021 13:31:13 -04:00,2,40.4324,-79.8929,15218,,"Itchy throat irritation, couldn't speak for long durations without coughing",
1625519293,07/05/2021 17:08:13 -04:00,4,40.4854,-80.0496,15212,,,
1625519866,07/05/2021 17:17:46 -04:00,3,40.465,-79.836,15235,,,
1625528882,07/05/2021 19:48:02 -04:00,4,40.4853,-80.0495,15212,,,
1625528955,07/05/2021 19:49:15 -04:00,4,40.5098,-80.0862,15202,Industrial ,"Allergies, Watery Eyes and Irritation ",
1625530157,07/05/2021 20:09:17 -04:00,2,40.4295,-79.9847,15203,,,
1625534394,07/05/2021 21:19:54 -04:00,3,40.4288,-79.861,15221,,,
1625536995,07/05/2021 22:03:15 -04:00,3,40.3879,-80.036,15216,Heavy humid dust ,Irregular heartbeat ,The air has no sense of freshness.
1625541296,07/05/2021 23:14:56 -04:00,5,40.414,-79.8447,15221,Sulfur,Headache ,
1625567673,07/06/2021 06:34:33 -04:00,5,40.4538,-79.9149,15206,,,
1625569380,07/06/2021 07:03:00 -04:00,5,40.4348,-79.877,15218,,Stinging eyes,
1625571849,07/06/2021 07:44:09 -04:00,3,40.4922,-80.0151,15214,Intermittent Rotten egg smell,None,
1625573878,07/06/2021 08:17:58 -04:00,5,40.4139,-79.8448,15221,"Sulfur, was awful all night","Headache, queasy, stress",
1625574555,07/06/2021 08:29:15 -04:00,3,40.3178,-79.8996,15025,,,
1625576198,07/06/2021 08:56:38 -04:00,3,40.485,-80.0489,15212,,,
1625577842,07/06/2021 09:24:02 -04:00,5,40.3328,-80.0327,15102,A soupy slurry of fireworks ash mixed with ozone. Toxic metallic lingering stench. ,Sick,"Stupidity has a high price tag. It was too much. The entire show was like the finale used to be. It wasn't a show. It was an orgy. Now we deal with the fallout ash skunking up the air, our land and streams. Fools. Why the air monitors off?"
1625584648,07/06/2021 11:17:28 -04:00,3,40.4848,-80.0468,15212,,,
1625614896,07/06/2021 19:41:36 -04:00,4,40.3088,-79.8913,15025,,,
1625620769,07/06/2021 21:19:29 -04:00,5,40.4315,-79.915,15217,Industrial ,,
1625627372,07/06/2021 23:09:32 -04:00,5,40.3861,-79.8835,15122,Industrial,,
1625627801,07/06/2021 23:16:41 -04:00,5,40.4253,-79.8826,15218,"Like melting plastic everywhere, it is awful",,Two blocks down on Westmoreland a transformer exploded and caught a neighbor’s house on fire. :(
1625653991,07/07/2021 06:33:11 -04:00,4,40.4834,-80.0471,15212,,,
1625656202,07/07/2021 07:10:02 -04:00,4,40.4278,-79.8407,15221,Industrial,,
1625656793,07/07/2021 07:19:53 -04:00,5,40.426,-79.8906,15218,Factory pollution ,,
1625657455,07/07/2021 07:30:55 -04:00,5,40.4359,-79.967,15213,,Foul. Dense,
1625659958,07/07/2021 08:12:38 -04:00,5,40.4165,-79.8455,15221,Sulfur,"Headache, stress",
1625667085,07/07/2021 10:11:25 -04:00,2,40.4309,-79.9561,15213,,,
1625667710,07/07/2021 10:21:50 -04:00,3,40.3277,-79.7956,15131,Sulfuric ,,
1625668016,07/07/2021 10:26:56 -04:00,1,40.4645,-79.9616,15201,,,
1625671231,07/07/2021 11:20:31 -04:00,5,40.3015,-80.0627,15102,Acrid TOXIC SULFUR STENCH. ,Lungs eyes skin burning! ,This is intolerable. Who is responsible for this cr*p?
1625677599,07/07/2021 13:06:39 -04:00,5,40.4131,-79.8242,15145,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1625680625,07/07/2021 13:57:05 -04:00,5,40.456,-80.0012,15212,AGH hospital,"Kids playing at fountain, AGH dumping jet fuel on them",
1625682549,07/07/2021 14:29:09 -04:00,5,40.4354,-79.9132,15217,Disgusting,Nauseous ,
1625684311,07/07/2021 14:58:31 -04:00,5,40.3847,-79.9131,15120,Sulphur ,Headache ,
1625684439,07/07/2021 15:00:39 -04:00,4,40.3844,-79.9116,15120,Industrial sulfur,,
1625694243,07/07/2021 17:44:03 -04:00,4,40.3059,-79.9099,15025,Clairton Coke Works toxic sulfur gases ,Difficulty breathing ,
1625698936,07/07/2021 19:02:16 -04:00,4,40.2971,-80.0148,15129,Industrial petroleum,,
1625701399,07/07/2021 19:43:19 -04:00,5,40.2861,-79.8911,15025,Rotten Eggs,"Burning nose and eyes, headache, nausea",
1625704777,07/07/2021 20:39:37 -04:00,3,40.4269,-79.938,15217,Sulphur ,,
1625705090,07/07/2021 20:44:50 -04:00,3,40.4244,-79.9169,15217,Industrial,,
1625705181,07/07/2021 20:46:21 -04:00,5,40.4685,-79.9366,15224,ROTTEN EGGS ,,
1625705332,07/07/2021 20:48:52 -04:00,3,40.4388,-79.8819,15221,Sulfur ,,
1625705861,07/07/2021 20:57:41 -04:00,5,40.4671,-79.9404,15224,,,
1625706000,07/07/2021 21:00:00 -04:00,5,40.4823,-79.9453,15201,Sulfur/coal smoke reek,"Instant tight chest, nose irritation",
1625706296,07/07/2021 21:04:56 -04:00,1,40.4424,-79.7041,15146,,,
1625707151,07/07/2021 21:19:11 -04:00,5,40.4586,-79.9437,15224,"Industrial, sulfur ",,"Really, really bad right now"
1625707400,07/07/2021 21:23:20 -04:00,4,40.4839,-80.0488,15212,,,
1625708829,07/07/2021 21:47:09 -04:00,5,40.3703,-79.9176,15207,Burning coal,,Smells like a fresh coal fire in my living room! :D
1625709490,07/07/2021 21:58:10 -04:00,3,40.3723,-79.913,15207,,,
1625711497,07/07/2021 22:31:37 -04:00,5,40.4073,-79.8728,15104,Sulphur death,Can't we get one day of fresh air? HEADACHE BLOODY NOSE,
1625712428,07/07/2021 22:47:08 -04:00,4,40.4354,-79.9625,15213,,,
1625712992,07/07/2021 22:56:32 -04:00,5,40.496,-79.9078,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1625714526,07/07/2021 23:22:06 -04:00,4,40.3867,-79.8839,15122,Industrial,,
1625746247,07/08/2021 08:10:47 -04:00,5,40.4959,-79.9049,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1625750123,07/08/2021 09:15:23 -04:00,1,40.4655,-79.9599,15201,,,
1625778606,07/08/2021 17:10:06 -04:00,1,40.4649,-79.8361,15235,,,
